id,savetime,filename,stationid,forecast_fromtime,forecastvaluetime,forecastvalue,actualvaluetime,actualvalue,runningcapacity
1,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 15:49:51,76.09,,,96
3,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 16:04:51,75.51,,,96
5,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 16:19:51,75.03,,,96
7,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 16:34:51,74.66,,,96
9,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 16:49:51,74.44,,,96
11,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 17:04:51,74.36,,,96
13,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 17:19:51,74.54,,,96
15,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 17:34:51,74.81,,,96
17,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 17:49:51,75.14,,,96
19,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 18:04:51,75.58,,,96
21,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 18:19:51,76.1,,,96
23,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 18:34:51,76.67,,,96
25,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 18:49:51,77.28,,,96
27,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 19:04:51,77.89,,,96
29,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 19:19:51,78.47,,,96
31,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 19:34:51,78.99,,,96
33,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 19:49:51,79.39,,,96
35,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 20:04:51,79.68,,,96
37,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 20:19:51,79.84,,,96
39,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 20:34:51,79.92,,,96
41,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 20:49:51,79.89,,,96
43,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 21:04:51,79.75,,,96
45,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 21:19:51,79.5,,,96
47,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 21:34:51,79.11,,,96
49,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 21:49:51,78.53,,,96
51,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 22:04:51,77.8,,,96
53,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 22:19:51,76.83,,,96
55,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 22:34:51,75.7,,,96
57,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 22:49:51,74.49,,,96
59,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 23:04:51,73.17,,,96
61,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 23:19:51,71.77,,,96
63,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 23:34:51,70.3,,,96
65,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-26 23:49:51,68.73,,,96
67,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 00:04:51,67.1,,,96
69,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 00:19:51,65.46,,,96
71,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 00:34:51,63.89,,,96
73,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 00:49:51,62.4,,,96
75,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 01:04:51,61.06,,,96
77,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 01:19:51,59.86,,,96
79,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 01:34:51,58.73,,,96
81,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 01:49:51,57.65,,,96
83,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 02:04:51,56.62,,,96
85,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 02:19:51,55.64,,,96
87,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 02:34:51,54.72,,,96
89,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 02:49:51,53.85,,,96
91,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 03:04:51,53.03,,,96
93,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 03:19:51,52.24,,,96
95,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 03:34:51,51.49,,,96
97,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 03:49:51,50.76,,,96
99,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 04:04:51,50.07,,,96
101,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 04:19:51,49.45,,,96
103,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 04:34:51,48.9,,,96
105,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 04:49:51,48.46,,,96
107,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 05:04:51,48.15,,,96
109,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 05:19:51,48.01,,,96
111,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 05:34:51,48.01,,,96
113,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 05:49:51,48.18,,,96
115,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 06:04:51,48.48,,,96
117,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 06:19:51,48.93,,,96
119,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 06:34:51,49.54,,,96
121,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 06:49:51,50.27,,,96
123,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 07:04:51,51.1,,,96
125,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 07:19:51,52.05,,,96
127,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 07:34:51,53.05,,,96
129,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 07:49:51,54.04,,,96
131,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 08:04:51,54.95,,,96
133,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 08:19:51,55.85,,,96
135,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 08:34:51,56.66,,,96
137,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 08:49:51,57.42,,,96
139,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 09:04:51,58.12,,,96
141,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 09:19:51,58.75,,,96
143,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 09:34:51,59.32,,,96
145,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 09:49:51,59.87,,,96
147,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 10:04:51,60.37,,,96
149,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 10:19:51,60.82,,,96
151,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 10:34:51,61.25,,,96
153,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 10:49:51,61.64,,,96
155,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 11:04:51,61.98,,,96
157,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 11:19:51,62.3,,,96
159,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 11:34:51,62.64,,,96
161,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 11:49:51,62.99,,,96
163,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 12:04:51,63.29,,,96
165,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 12:19:51,63.58,,,96
167,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 12:34:51,63.84,,,96
169,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 12:49:51,64.07,,,96
171,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 13:04:51,64.26,,,96
173,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 13:19:51,64.46,,,96
175,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 13:34:51,64.69,,,96
177,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 13:49:51,64.93,,,96
179,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 14:04:51,65.16,,,96
181,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 14:19:51,65.33,,,96
183,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 14:34:51,65.99,,,96
185,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 14:49:51,66.58,,,96
187,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 15:04:51,67.1,,,96
189,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 15:19:51,67.55,,,96
191,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 15:34:51,67.96,,,96
193,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 15:49:51,68.33,,,96
195,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 16:04:51,68.62,,,96
197,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 16:19:51,68.85,,,96
199,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 16:34:51,69.09,,,96
201,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 16:49:51,69.29,,,96
203,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 17:04:51,69.49,,,96
205,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 17:19:51,69.11,,,96
207,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 17:34:51,68.73,,,96
209,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 17:49:51,68.37,,,96
211,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 18:04:51,67.98,,,96
213,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 18:19:51,67.59,,,96
215,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 18:34:51,67.23,,,96
217,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 18:49:51,66.89,,,96
219,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 19:04:51,66.56,,,96
221,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 19:19:51,66.25,,,96
223,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 19:34:51,65.98,,,96
225,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 19:49:51,65.79,,,96
227,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 20:04:51,65.7,,,96
229,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 20:19:51,65.68,,,96
231,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 20:34:51,65.7,,,96
233,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 20:49:51,65.79,,,96
235,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 21:04:51,65.9,,,96
237,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 21:19:51,65.98,,,96
239,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 21:34:51,66.07,,,96
241,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 21:49:51,66.16,,,96
243,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 22:04:51,66.24,,,96
245,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 22:19:51,66.29,,,96
247,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 22:34:51,66.26,,,96
249,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 22:49:51,66.11,,,96
251,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 23:04:51,65.79,,,96
253,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 23:19:51,65.32,,,96
255,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 23:34:51,64.67,,,96
257,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-27 23:49:51,63.92,,,96
259,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 00:04:51,63.09,,,96
261,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 00:19:51,62.14,,,96
263,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 00:34:51,61.05,,,96
265,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 00:49:51,59.83,,,96
267,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 01:04:51,58.47,,,96
269,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 01:19:51,56.98,,,96
271,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 01:34:51,55.43,,,96
273,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 01:49:51,53.96,,,96
275,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 02:04:51,52.55,,,96
277,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 02:19:51,51.28,,,96
279,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 02:34:51,50.08,,,96
281,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 02:49:51,49.0,,,96
283,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 03:04:51,48.04,,,96
285,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 03:19:51,47.27,,,96
287,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 03:34:51,46.68,,,96
289,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 03:49:51,46.27,,,96
291,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 04:04:51,46.05,,,96
293,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 04:19:51,45.99,,,96
295,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 04:34:51,46.06,,,96
297,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 04:49:51,46.25,,,96
299,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 05:04:51,46.58,,,96
301,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 05:19:51,46.98,,,96
303,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 05:34:51,47.49,,,96
305,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 05:49:51,48.06,,,96
307,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 06:04:51,48.68,,,96
309,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 06:19:51,49.34,,,96
311,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 06:34:51,50.01,,,96
313,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 06:49:51,50.75,,,96
315,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 07:04:51,51.55,,,96
317,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 07:19:51,52.36,,,96
319,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 07:34:51,53.16,,,96
321,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 07:49:51,53.95,,,96
323,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 08:04:51,54.7,,,96
325,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 08:19:51,55.39,,,96
327,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 08:34:51,56.03,,,96
329,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 08:49:51,56.59,,,96
331,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 09:04:51,57.08,,,96
333,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 09:19:51,57.52,,,96
335,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 09:34:51,57.87,,,96
337,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 09:49:51,58.13,,,96
339,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 10:04:51,58.29,,,96
341,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 10:19:51,58.41,,,96
343,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 10:34:51,58.45,,,96
345,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 10:49:51,58.4,,,96
347,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 11:04:51,58.26,,,96
349,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 11:19:51,58.06,,,96
351,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 11:34:51,57.82,,,96
353,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 11:49:51,57.5,,,96
355,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 12:04:51,57.14,,,96
357,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 12:19:51,56.7,,,96
359,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 12:34:51,56.22,,,96
361,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 12:49:51,55.71,,,96
363,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 13:04:51,55.13,,,96
365,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 13:19:51,54.5,,,96
367,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 13:34:51,53.86,,,96
369,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 13:49:51,53.22,,,96
371,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 14:04:51,52.56,,,96
373,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 14:19:51,51.91,,,96
375,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 14:34:51,51.69,,,96
377,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 14:49:51,51.47,,,96
379,2024-10-26 15:49:51,"// 2024-10-25_06:30:10

<! Entit",41,2024-10-26 15:49:51,2024-10-28 15:04:51,51.26,,,96
