id,savetime,filename,stationid,datatime,temperature,humidity,pressure,ws_10,wd_10,ws_30,wd_30,ws_50,wd_50,ws_70,wd_70,ws_hub,wd_hub
327,2024-12-11 13:31:02,DPDFDC_CFT_20241211_1335.WPD,41,2024-12-11 13:35:00,7.89,42.63,1041.12,5.0,4.65,4.99,4.47,5.14,4.31,5.29,4.33,5.29,4.33
329,2024-12-11 13:36:02,DPDFDC_CFT_20241211_1340.WPD,41,2024-12-11 13:40:00,7.96,42.56,1054.06,5.35,1.47,5.44,1.55,5.46,1.57,5.64,1.54,5.64,1.54
331,2024-12-11 13:41:02,DPDFDC_CFT_20241211_1345.WPD,41,2024-12-11 13:45:00,7.82,42.37,1042.71,5.36,356.98,5.54,345.31,5.55,354.09,5.68,9.53,5.68,9.53
333,2024-12-11 13:46:02,DPDFDC_CFT_20241211_1350.WPD,41,2024-12-11 13:50:00,7.93,41.37,1032.35,5.18,344.93,5.22,0.83,5.29,7.93,5.35,356.19,5.35,356.19
335,2024-12-11 13:51:02,DPDFDC_CFT_20241211_1355.WPD,41,2024-12-11 13:55:00,7.94,42.7,1045.5,5.27,0.54,5.42,0.54,5.45,0.51,5.53,0.5,5.53,0.5
337,2024-12-11 13:56:02,DPDFDC_CFT_20241211_1400.WPD,41,2024-12-11 14:00:00,7.97,41.57,1038.68,5.49,1.2,5.55,1.25,5.48,1.23,5.67,1.26,5.67,1.26
339,2024-12-11 14:01:02,DPDFDC_CFT_20241211_1405.WPD,41,2024-12-11 14:05:00,8.04,42.61,1030.7,5.84,4.78,5.82,4.75,5.91,4.68,5.97,4.97,5.97,4.97
341,2024-12-11 14:06:02,DPDFDC_CFT_20241211_1410.WPD,41,2024-12-11 14:10:00,8.07,43.32,1028.43,5.46,0.48,5.46,0.46,5.47,0.47,5.57,0.46,5.57,0.46
343,2024-12-11 14:11:02,DPDFDC_CFT_20241211_1415.WPD,41,2024-12-11 14:15:00,8.02,43.21,1020.11,5.45,348.51,5.46,8.58,5.53,10.9,5.7,353.65,5.7,353.65
345,2024-12-11 14:16:02,DPDFDC_CFT_20241211_1420.WPD,41,2024-12-11 14:20:00,8.13,41.98,1010.7,5.36,352.13,5.36,350.85,5.48,2.69,5.51,4.55,5.51,4.55
347,2024-12-11 14:21:02,DPDFDC_CFT_20241211_1425.WPD,41,2024-12-11 14:25:00,7.85,41.14,1044.23,5.51,10.99,5.56,7.73,5.69,8.23,5.85,342.9,5.85,342.9
349,2024-12-11 14:26:02,DPDFDC_CFT_20241211_1430.WPD,41,2024-12-11 14:30:00,8.01,42.02,1036.96,5.78,0.84,5.79,0.83,5.97,0.81,6.05,0.84,6.05,0.84
351,2024-12-11 14:31:02,DPDFDC_CFT_20241211_1435.WPD,41,2024-12-11 14:35:00,8.26,40.64,1041.12,5.72,6.49,5.94,6.73,5.87,6.7,6.03,6.73,6.03,6.73
353,2024-12-11 14:36:02,DPDFDC_CFT_20241211_1440.WPD,41,2024-12-11 14:40:00,8.06,41.3,1022.95,5.4,2.55,5.7,2.55,5.59,2.49,5.72,2.59,5.72,2.59
355,2024-12-11 14:41:02,DPDFDC_CFT_20241211_1445.WPD,41,2024-12-11 14:45:00,7.97,42.13,1044.23,4.99,6.66,5.13,6.45,5.11,6.24,5.37,6.69,5.37,6.69
357,2024-12-11 14:46:03,DPDFDC_CFT_20241211_1450.WPD,41,2024-12-11 14:50:00,8.11,41.96,1032.58,5.2,7.74,5.4,7.77,5.29,7.82,5.39,8.48,5.39,8.48
359,2024-12-11 14:51:03,DPDFDC_CFT_20241211_1455.WPD,41,2024-12-11 14:55:00,8.2,42.24,1019.45,5.22,359.9,5.34,353.46,5.46,357.4,5.48,12.0,5.48,12.0
361,2024-12-11 14:56:02,DPDFDC_CFT_20241211_1500.WPD,41,2024-12-11 15:00:00,8.1,42.25,1021.48,5.26,5.97,5.25,5.88,5.25,5.77,5.48,6.11,5.48,6.11
363,2024-12-11 15:01:01,DPDFDC_CFT_20241211_1505.WPD,41,2024-12-11 15:05:00,8.22,41.32,1034.62,5.18,8.25,5.13,350.87,5.27,359.22,5.54,344.77,5.54,344.77
365,2024-12-11 15:06:01,DPDFDC_CFT_20241211_1510.WPD,41,2024-12-11 15:10:00,7.95,41.9,1041.26,5.18,1.24,5.27,3.98,5.48,358.37,5.55,341.1,5.55,341.1
367,2024-12-11 15:11:01,DPDFDC_CFT_20241211_1515.WPD,41,2024-12-11 15:15:00,8.03,41.51,1033.66,4.98,5.45,5.16,5.73,5.18,5.51,5.3,5.81,5.3,5.81
369,2024-12-11 15:16:01,DPDFDC_CFT_20241211_1520.WPD,41,2024-12-11 15:20:00,7.99,41.9,1033.91,5.09,8.19,5.21,8.47,5.26,8.07,5.32,8.27,5.32,8.27
371,2024-12-11 15:21:01,DPDFDC_CFT_20241211_1525.WPD,41,2024-12-11 15:25:00,7.74,41.28,1061.41,4.93,1.67,4.93,1.77,4.9,1.81,5.0,1.66,5.0,1.66
373,2024-12-11 15:26:01,DPDFDC_CFT_20241211_1530.WPD,41,2024-12-11 15:30:00,7.93,42.91,1043.67,4.97,2.7,5.01,2.75,5.04,2.86,5.18,2.84,5.18,2.84
375,2024-12-11 15:31:02,DPDFDC_CFT_20241211_1535.WPD,41,2024-12-11 15:35:00,7.91,43.02,1034.42,5.08,3.57,5.18,3.36,5.22,3.58,5.33,3.32,5.33,3.32
377,2024-12-11 15:36:02,DPDFDC_CFT_20241211_1540.WPD,41,2024-12-11 15:40:00,7.76,42.99,1034.04,4.94,2.92,5.18,3.09,5.05,2.99,5.22,3.04,5.22,3.04
379,2024-12-11 19:23:56,DPDFDC_CFT_20241211_1545.WPD,41,2024-12-11 15:45:00,7.84,42.84,1060.57,4.8,356.95,4.89,348.89,4.94,345.68,5.03,356.98,5.03,356.98
381,2024-12-11 19:24:26,DPDFDC_CFT_20241211_1550.WPD,41,2024-12-11 15:50:00,7.72,42.47,1037.8,4.89,6.88,4.91,6.78,5.01,7.33,4.94,7.15,4.94,7.15
383,2024-12-11 19:24:56,DPDFDC_CFT_20241211_1555.WPD,41,2024-12-11 15:55:00,7.66,42.8,1028.5,4.95,0.11,4.9,0.1,4.84,0.1,5.03,0.11,5.03,0.11
385,2024-12-11 19:25:36,DPDFDC_CFT_20241211_1600.WPD,41,2024-12-11 16:00:00,7.47,42.44,1041.94,4.99,11.41,5.03,0.03,5.1,348.1,5.17,6.61,5.17,6.61
387,2024-12-11 19:26:06,DPDFDC_CFT_20241211_1605.WPD,41,2024-12-11 16:05:00,7.54,43.32,1048.08,4.93,338.61,5.02,359.76,5.2,351.22,5.24,347.19,5.24,347.19
389,2024-12-11 19:26:36,DPDFDC_CFT_20241211_1610.WPD,41,2024-12-11 16:10:00,7.33,43.07,1059.1,5.1,9.85,5.2,343.02,5.24,349.7,5.33,3.76,5.33,3.76
391,2024-12-11 19:27:16,DPDFDC_CFT_20241211_1615.WPD,41,2024-12-11 16:15:00,7.58,43.89,1045.23,5.28,2.34,5.29,2.42,5.43,2.35,5.42,2.36,5.42,2.36
393,2024-12-11 19:27:46,DPDFDC_CFT_20241211_1620.WPD,41,2024-12-11 16:20:00,7.55,43.47,1035.45,5.17,1.54,5.27,1.49,5.22,1.53,5.35,1.51,5.35,1.51
395,2024-12-11 19:28:16,DPDFDC_CFT_20241211_1625.WPD,41,2024-12-11 16:25:00,7.14,44.71,1031.55,5.16,2.97,5.18,3.04,5.22,2.83,5.33,2.92,5.33,2.92
397,2024-12-11 19:28:56,DPDFDC_CFT_20241211_1630.WPD,41,2024-12-11 16:30:00,7.26,43.78,1011.72,5.04,4.87,5.22,4.87,5.24,5.01,5.35,4.89,5.35,4.89
399,2024-12-11 19:29:26,DPDFDC_CFT_20241211_1635.WPD,41,2024-12-11 16:35:00,7.2,43.79,1056.03,5.15,2.04,5.18,2.05,5.3,2.1,5.26,2.07,5.26,2.07
401,2024-12-11 19:29:56,DPDFDC_CFT_20241211_1640.WPD,41,2024-12-11 16:40:00,7.07,45.33,1034.27,5.28,4.1,5.27,4.1,5.34,4.37,5.58,4.43,5.58,4.43
403,2024-12-11 19:30:37,DPDFDC_CFT_20241211_1645.WPD,41,2024-12-11 16:45:00,7.14,44.35,1022.33,5.26,343.7,5.25,358.34,5.17,353.3,5.41,342.79,5.41,342.79
405,2024-12-11 19:31:07,DPDFDC_CFT_20241211_1650.WPD,41,2024-12-11 16:50:00,7.27,44.82,1028.3,5.28,4.69,5.34,4.71,5.3,5.0,5.44,4.91,5.44,4.91
407,2024-12-11 19:31:37,DPDFDC_CFT_20241211_1655.WPD,41,2024-12-11 16:55:00,6.87,45.22,1059.59,5.16,3.81,5.21,3.7,5.24,3.6,5.43,3.63,5.43,3.63
409,2024-12-11 19:32:17,DPDFDC_CFT_20241211_1700.WPD,41,2024-12-11 17:00:00,6.9,45.21,1033.07,5.21,0.04,5.35,0.03,5.35,0.04,5.46,0.04,5.46,0.04
411,2024-12-11 19:32:47,DPDFDC_CFT_20241211_1705.WPD,41,2024-12-11 17:05:00,6.84,45.55,1046.35,5.25,357.33,5.38,5.45,5.46,346.89,5.59,342.95,5.59,342.95
413,2024-12-11 19:33:17,DPDFDC_CFT_20241211_1710.WPD,41,2024-12-11 17:10:00,6.77,46.26,1025.82,5.3,12.71,5.4,343.85,5.42,13.17,5.5,355.74,5.5,355.74
415,2024-12-11 19:33:57,DPDFDC_CFT_20241211_1715.WPD,41,2024-12-11 17:15:00,6.59,46.79,1028.57,5.41,4.95,5.43,5.2,5.53,5.04,5.58,5.21,5.58,5.21
417,2024-12-11 19:34:27,DPDFDC_CFT_20241211_1720.WPD,41,2024-12-11 17:20:00,6.58,46.66,1033.81,5.33,0.46,5.42,0.43,5.52,0.43,5.62,0.45,5.62,0.45
419,2024-12-11 19:34:57,DPDFDC_CFT_20241211_1725.WPD,41,2024-12-11 17:25:00,6.6,48.45,1035.65,5.51,347.25,5.54,2.97,5.54,7.66,5.75,0.21,5.75,0.21
421,2024-12-11 19:35:37,DPDFDC_CFT_20241211_1730.WPD,41,2024-12-11 17:30:00,6.52,46.67,1048.68,5.46,2.65,5.4,2.62,5.59,2.45,5.84,2.56,5.84,2.56
423,2024-12-11 19:36:07,DPDFDC_CFT_20241211_1735.WPD,41,2024-12-11 17:35:00,6.44,46.96,1030.58,5.39,3.33,5.46,3.3,5.44,3.22,5.6,3.19,5.6,3.19
425,2024-12-11 19:36:37,DPDFDC_CFT_20241211_1740.WPD,41,2024-12-11 17:40:00,6.28,47.51,1039.87,5.5,1.1,5.51,1.04,5.63,1.08,5.58,1.1,5.58,1.1
427,2024-12-11 19:37:17,DPDFDC_CFT_20241211_1745.WPD,41,2024-12-11 17:45:00,6.15,48.42,1015.03,5.42,349.97,5.36,5.5,5.46,14.71,5.54,3.41,5.54,3.41
429,2024-12-11 19:37:47,DPDFDC_CFT_20241211_1750.WPD,41,2024-12-11 17:50:00,6.19,47.66,1042.64,5.61,0.25,5.75,0.24,5.65,0.24,5.74,0.24,5.74,0.24
431,2024-12-11 19:38:17,DPDFDC_CFT_20241211_1755.WPD,41,2024-12-11 17:55:00,5.89,49.17,1035.79,5.7,2.11,5.8,2.23,5.76,2.21,5.83,2.18,5.83,2.18
433,2024-12-11 19:38:57,DPDFDC_CFT_20241211_1800.WPD,41,2024-12-11 18:00:00,6.15,49.06,1046.13,5.69,0.99,5.79,0.97,5.92,1.03,5.98,1.06,5.98,1.06
435,2024-12-11 19:39:27,DPDFDC_CFT_20241211_1805.WPD,41,2024-12-11 18:05:00,5.91,49.92,1037.75,5.75,7.74,5.75,7.83,5.79,7.67,5.87,8.38,5.87,8.38
437,2024-12-11 19:39:57,DPDFDC_CFT_20241211_1810.WPD,41,2024-12-11 18:10:00,5.8,49.63,1039.33,5.72,3.56,5.81,3.6,5.84,3.32,6.02,3.48,6.02,3.48
439,2024-12-11 19:40:37,DPDFDC_CFT_20241211_1815.WPD,41,2024-12-11 18:15:00,5.85,50.79,1034.52,5.79,3.14,5.87,3.42,5.82,3.22,5.89,3.33,5.89,3.33
441,2024-12-11 19:41:07,DPDFDC_CFT_20241211_1820.WPD,41,2024-12-11 18:20:00,5.81,50.15,1072.26,5.75,2.72,5.73,2.75,5.68,2.75,5.97,2.82,5.97,2.82
443,2024-12-11 19:41:37,DPDFDC_CFT_20241211_1825.WPD,41,2024-12-11 18:25:00,5.54,51.07,1036.59,5.65,4.32,5.9,4.34,5.93,4.31,6.16,4.43,6.16,4.43
445,2024-12-11 19:42:17,DPDFDC_CFT_20241211_1830.WPD,41,2024-12-11 18:30:00,5.44,49.64,1031.06,5.88,1.26,5.91,1.27,5.92,1.22,6.25,1.21,6.25,1.21
447,2024-12-11 19:42:47,DPDFDC_CFT_20241211_1835.WPD,41,2024-12-11 18:35:00,5.62,51.81,1035.47,5.78,0.88,5.99,0.93,6.06,0.91,6.32,0.87,6.32,0.87
449,2024-12-11 19:43:17,DPDFDC_CFT_20241211_1840.WPD,41,2024-12-11 18:40:00,5.25,51.02,1035.78,5.85,2.28,5.88,2.28,6.09,2.29,6.07,2.31,6.07,2.31
451,2024-12-11 19:43:57,DPDFDC_CFT_20241211_1845.WPD,41,2024-12-11 18:45:00,5.31,52.99,1027.28,5.83,356.68,6.13,352.75,6.08,348.28,6.27,6.16,6.27,6.16
453,2024-12-11 19:44:27,DPDFDC_CFT_20241211_1850.WPD,41,2024-12-11 18:50:00,5.23,52.31,1047.6,5.82,354.45,5.99,347.02,6.02,8.74,6.24,349.06,6.24,349.06
455,2024-12-11 19:44:57,DPDFDC_CFT_20241211_1855.WPD,41,2024-12-11 18:55:00,4.96,52.29,1043.62,6.12,352.99,6.12,350.9,6.17,12.2,6.25,359.6,6.25,359.6
457,2024-12-11 19:45:36,DPDFDC_CFT_20241211_1900.WPD,41,2024-12-11 19:00:00,5.0,51.98,1049.68,6.05,6.16,6.13,16.48,6.23,3.67,6.43,353.31,6.43,353.31
459,2024-12-11 19:46:06,DPDFDC_CFT_20241211_1905.WPD,41,2024-12-11 19:05:00,4.93,52.33,1029.43,6.16,1.18,6.22,1.13,6.2,1.14,6.39,1.12,6.39,1.12
461,2024-12-11 19:46:36,DPDFDC_CFT_20241211_1910.WPD,41,2024-12-11 19:10:00,4.82,54.02,1043.46,6.16,1.43,6.27,1.45,6.41,1.38,6.69,1.42,6.69,1.42
463,2024-12-11 19:47:16,DPDFDC_CFT_20241211_1915.WPD,41,2024-12-11 19:15:00,4.74,53.06,1018.54,6.42,1.27,6.49,1.26,6.38,1.2,6.68,1.18,6.68,1.18
465,2024-12-11 19:47:46,DPDFDC_CFT_20241211_1920.WPD,41,2024-12-11 19:20:00,4.74,53.32,1070.33,6.48,1.64,6.51,1.64,6.46,1.59,6.89,1.66,6.89,1.66
467,2024-12-11 19:48:16,DPDFDC_CFT_20241211_1925.WPD,41,2024-12-11 19:25:00,4.59,53.9,1030.47,6.54,3.15,6.5,3.21,6.6,3.18,6.87,3.2,6.87,3.2
469,2024-12-11 19:48:56,DPDFDC_CFT_20241211_1930.WPD,41,2024-12-11 19:30:00,4.54,54.88,1048.82,6.67,3.68,6.66,3.75,6.73,3.89,6.98,3.79,6.98,3.79
471,2024-12-11 19:49:26,DPDFDC_CFT_20241211_1935.WPD,41,2024-12-11 19:35:00,4.53,54.45,1050.12,6.63,1.86,6.57,1.77,6.67,1.77,6.92,1.74,6.92,1.74
473,2024-12-11 19:49:56,DPDFDC_CFT_20241211_1940.WPD,41,2024-12-11 19:40:00,4.27,55.34,1057.6,6.61,3.36,6.65,3.4,6.69,3.56,6.82,3.4,6.82,3.4
475,2024-12-11 19:50:36,DPDFDC_CFT_20241211_1945.WPD,41,2024-12-11 19:45:00,4.34,56.37,1070.36,6.81,3.12,6.81,2.99,6.82,3.0,7.13,3.11,7.13,3.11
477,2024-12-11 19:51:06,DPDFDC_CFT_20241211_1950.WPD,41,2024-12-11 19:50:00,4.24,56.68,1051.59,6.71,1.84,6.87,1.82,6.74,1.8,7.11,1.76,7.11,1.76
479,2024-12-11 19:51:36,DPDFDC_CFT_20241211_1955.WPD,41,2024-12-11 19:55:00,4.1,56.06,1050.64,6.86,3.28,6.96,3.47,6.89,3.47,7.18,3.27,7.18,3.27
481,2024-12-11 19:56:01,DPDFDC_CFT_20241211_2000.WPD,41,2024-12-11 20:00:00,4.14,57.11,1042.26,6.8,3.07,6.84,3.33,6.87,3.31,7.16,3.29,7.16,3.29
483,2024-12-11 20:01:01,DPDFDC_CFT_20241211_2005.WPD,41,2024-12-11 20:05:00,4.2,55.96,1024.65,6.8,15.24,6.91,15.77,6.95,351.5,7.12,7.5,7.12,7.5
485,2024-12-11 20:06:02,DPDFDC_CFT_20241211_2010.WPD,41,2024-12-11 20:10:00,3.89,56.96,1040.32,6.76,11.26,6.86,349.82,7.05,342.71,7.15,351.1,7.15,351.1
487,2024-12-11 20:11:02,DPDFDC_CFT_20241211_2015.WPD,41,2024-12-11 20:15:00,4.0,57.39,1027.5,6.88,341.08,6.77,5.47,6.9,341.12,7.32,0.79,7.32,0.79
489,2024-12-11 20:16:02,DPDFDC_CFT_20241211_2020.WPD,41,2024-12-11 20:20:00,3.9,59.09,1042.24,6.98,349.28,7.0,342.98,7.2,353.5,7.22,342.87,7.22,342.87
491,2024-12-11 20:21:02,DPDFDC_CFT_20241211_2025.WPD,41,2024-12-11 20:25:00,3.79,58.04,1078.28,6.71,9.23,6.95,353.26,6.92,342.43,7.27,12.18,7.27,12.18
493,2024-12-11 20:26:01,DPDFDC_CFT_20241211_2030.WPD,41,2024-12-11 20:30:00,3.76,58.23,1048.83,6.86,1.56,6.95,1.64,6.81,1.58,7.06,1.7,7.06,1.7
495,2024-12-11 20:31:01,DPDFDC_CFT_20241211_2035.WPD,41,2024-12-11 20:35:00,3.7,57.56,1021.9,6.77,0.53,6.72,4.47,6.68,350.98,7.0,5.87,7.0,5.87
497,2024-12-11 20:36:00,DPDFDC_CFT_20241211_2040.WPD,41,2024-12-11 20:40:00,3.59,58.96,1015.06,6.47,15.88,6.67,351.78,6.79,349.75,6.85,358.94,6.85,358.94
499,2024-12-11 20:41:00,DPDFDC_CFT_20241211_2045.WPD,41,2024-12-11 20:45:00,3.59,58.7,1029.89,6.59,0.32,6.55,0.31,6.73,0.32,7.01,0.33,7.01,0.33
501,2024-12-11 20:46:01,DPDFDC_CFT_20241211_2050.WPD,41,2024-12-11 20:50:00,3.52,58.34,1048.93,6.53,3.04,6.7,3.11,6.73,3.23,6.78,3.12,6.78,3.12
503,2024-12-11 20:51:01,DPDFDC_CFT_20241211_2055.WPD,41,2024-12-11 20:55:00,3.45,58.39,1045.74,6.61,343.79,6.51,353.94,6.86,346.32,6.78,347.9,6.78,347.9
505,2024-12-11 20:56:01,DPDFDC_CFT_20241211_2100.WPD,41,2024-12-11 21:00:00,3.49,59.6,1031.73,6.53,346.4,6.74,353.11,6.78,10.0,6.87,343.32,6.87,343.32
507,2024-12-11 21:01:01,DPDFDC_CFT_20241211_2105.WPD,41,2024-12-11 21:05:00,3.34,59.21,1058.62,6.49,0.26,6.68,0.25,6.64,0.27,7.06,0.27,7.06,0.27
509,2024-12-11 21:06:02,DPDFDC_CFT_20241211_2110.WPD,41,2024-12-11 21:10:00,3.34,60.13,1060.03,6.42,346.83,6.72,358.37,6.63,10.22,6.84,356.95,6.84,356.95
511,2024-12-11 21:11:01,DPDFDC_CFT_20241211_2115.WPD,41,2024-12-11 21:15:00,3.24,58.32,1037.64,6.72,341.79,6.71,0.14,6.67,3.75,7.13,340.67,7.13,340.67
513,2024-12-11 21:16:00,DPDFDC_CFT_20241211_2120.WPD,41,2024-12-11 21:20:00,3.19,60.07,1046.26,6.52,351.96,6.78,341.68,6.86,4.08,7.04,347.54,7.04,347.54
515,2024-12-11 21:21:01,DPDFDC_CFT_20241211_2125.WPD,41,2024-12-11 21:25:00,3.16,60.58,1030.82,6.69,16.19,6.79,2.24,6.74,359.22,6.95,342.04,6.95,342.04
517,2024-12-11 21:26:01,DPDFDC_CFT_20241211_2130.WPD,41,2024-12-11 21:30:00,3.14,59.81,1049.5,6.62,343.67,6.85,10.38,6.91,350.14,7.03,13.42,7.03,13.42
519,2024-12-11 21:31:01,DPDFDC_CFT_20241211_2135.WPD,41,2024-12-11 21:35:00,3.18,60.4,1031.54,6.88,1.4,6.79,1.39,6.99,1.37,6.96,1.4,6.96,1.4
521,2024-12-11 21:36:01,DPDFDC_CFT_20241211_2140.WPD,41,2024-12-11 21:40:00,2.99,59.51,1054.17,6.87,11.69,6.73,10.91,6.87,356.06,7.22,14.92,7.22,14.92
523,2024-12-11 21:41:01,DPDFDC_CFT_20241211_2145.WPD,41,2024-12-11 21:45:00,3.1,60.75,1032.8,6.72,0.94,6.86,0.96,6.91,0.99,7.08,0.97,7.08,0.97
525,2024-12-11 21:46:01,DPDFDC_CFT_20241211_2150.WPD,41,2024-12-11 21:50:00,3.04,61.59,1048.44,6.55,358.45,6.87,347.89,6.64,348.83,7.05,4.04,7.05,4.04
527,2024-12-11 21:51:01,DPDFDC_CFT_20241211_2155.WPD,41,2024-12-11 21:55:00,2.89,61.5,1027.95,6.88,357.38,6.77,353.85,6.85,354.7,6.96,341.56,6.96,341.56
529,2024-12-11 21:56:02,DPDFDC_CFT_20241211_2200.WPD,41,2024-12-11 22:00:00,2.95,60.15,1062.37,6.79,347.91,6.8,11.59,6.79,344.37,7.05,5.2,7.05,5.2
531,2024-12-11 22:01:01,DPDFDC_CFT_20241211_2205.WPD,41,2024-12-11 22:05:00,2.89,61.71,1047.08,6.89,353.71,6.74,354.3,7.0,347.0,7.18,13.81,7.18,13.81
533,2024-12-11 22:06:01,DPDFDC_CFT_20241211_2210.WPD,41,2024-12-11 22:10:00,2.79,61.7,1050.2,7.01,1.89,6.87,15.67,7.01,354.02,7.25,13.41,7.25,13.41
535,2024-12-11 22:11:01,DPDFDC_CFT_20241211_2215.WPD,41,2024-12-11 22:15:00,2.8,60.68,1032.11,7.14,7.64,7.0,354.45,7.3,355.93,7.18,5.47,7.18,5.47
537,2024-12-11 22:16:01,DPDFDC_CFT_20241211_2220.WPD,41,2024-12-11 22:20:00,2.79,60.32,1017.82,7.3,357.91,7.19,13.65,7.43,3.06,7.63,349.41,7.63,349.41
539,2024-12-11 22:21:01,DPDFDC_CFT_20241211_2225.WPD,41,2024-12-11 22:25:00,2.7,63.36,1025.75,7.28,3.84,7.43,10.94,7.58,11.74,7.8,9.02,7.8,9.02
541,2024-12-11 22:26:01,DPDFDC_CFT_20241211_2230.WPD,41,2024-12-11 22:30:00,2.68,63.26,1047.03,7.63,7.84,7.81,11.42,7.73,359.03,7.91,3.01,7.91,3.01
543,2024-12-11 22:31:02,DPDFDC_CFT_20241211_2235.WPD,41,2024-12-11 22:35:00,2.65,61.0,1044.45,7.68,0.74,7.78,0.76,7.95,0.78,8.03,0.73,8.03,0.73
545,2024-12-11 22:36:02,DPDFDC_CFT_20241211_2240.WPD,41,2024-12-11 22:40:00,2.54,63.25,1043.29,8.02,2.54,8.19,2.51,8.1,2.71,8.45,2.68,8.45,2.68
547,2024-12-11 22:41:01,DPDFDC_CFT_20241211_2245.WPD,41,2024-12-11 22:45:00,2.61,62.82,1043.12,8.12,5.14,8.25,5.4,8.27,5.1,8.66,5.17,8.66,5.17
549,2024-12-11 22:46:01,DPDFDC_CFT_20241211_2250.WPD,41,2024-12-11 22:50:00,2.61,61.42,1025.78,8.25,2.28,8.24,2.23,8.53,2.26,8.69,2.31,8.69,2.31
551,2024-12-11 22:51:01,DPDFDC_CFT_20241211_2255.WPD,41,2024-12-11 22:55:00,2.54,62.06,1059.72,8.36,5.57,8.5,5.45,8.46,5.79,8.74,5.75,8.74,5.75
553,2024-12-11 22:56:01,DPDFDC_CFT_20241211_2300.WPD,41,2024-12-11 23:00:00,2.43,63.6,1059.2,8.47,2.64,8.21,2.65,8.43,2.7,8.82,2.73,8.82,2.73
555,2024-12-11 23:01:02,DPDFDC_CFT_20241211_2305.WPD,41,2024-12-11 23:05:00,2.45,64.8,1038.74,8.39,3.64,8.16,3.51,8.29,3.71,8.53,3.74,8.53,3.74
557,2024-12-11 23:06:02,DPDFDC_CFT_20241211_2310.WPD,41,2024-12-11 23:10:00,2.37,64.65,1026.81,8.42,3.92,8.54,3.77,8.45,3.98,8.78,3.93,8.78,3.93
559,2024-12-11 23:11:02,DPDFDC_CFT_20241211_2315.WPD,41,2024-12-11 23:15:00,2.31,62.63,1029.35,8.44,0.3,8.43,0.3,8.49,0.3,8.7,0.29,8.7,0.29
561,2024-12-11 23:16:02,DPDFDC_CFT_20241211_2320.WPD,41,2024-12-11 23:20:00,2.38,63.59,1032.53,8.36,2.9,8.51,3.06,8.5,2.98,8.9,2.9,8.9,2.9
563,2024-12-11 23:21:02,DPDFDC_CFT_20241211_2325.WPD,41,2024-12-11 23:25:00,2.24,65.06,1032.65,8.31,3.47,8.13,3.47,8.15,3.31,8.58,3.54,8.58,3.54
565,2024-12-11 23:26:01,DPDFDC_CFT_20241211_2330.WPD,41,2024-12-11 23:30:00,2.28,63.67,1012.15,8.25,2.86,8.3,2.81,8.49,2.9,8.62,2.7,8.62,2.7
567,2024-12-11 23:31:01,DPDFDC_CFT_20241211_2335.WPD,41,2024-12-11 23:35:00,2.28,62.56,1046.36,8.12,4.49,8.27,4.76,8.43,4.87,8.65,4.46,8.65,4.46
569,2024-12-11 23:36:01,DPDFDC_CFT_20241211_2340.WPD,41,2024-12-11 23:40:00,2.1,64.24,1032.08,7.85,4.68,8.05,4.51,7.89,4.86,8.48,4.68,8.48,4.68
571,2024-12-11 23:41:01,DPDFDC_CFT_20241211_2345.WPD,41,2024-12-11 23:45:00,2.13,64.23,1024.67,7.85,2.1,7.98,2.11,8.08,1.99,8.07,2.0,8.07,2.0
573,2024-12-11 23:46:02,DPDFDC_CFT_20241211_2350.WPD,41,2024-12-11 23:50:00,2.12,65.85,1039.08,7.92,5.14,7.97,5.09,7.96,5.1,8.14,4.9,8.14,4.9
575,2024-12-11 23:51:02,DPDFDC_CFT_20241211_2355.WPD,41,2024-12-11 23:55:00,2.03,65.12,1026.26,7.84,0.99,7.83,0.94,7.98,0.98,8.08,0.95,8.08,0.95
1,2024-12-15 23:56:12,DPDFDC_CFT_20241216_0000.WPD,41,2024-12-16 00:00:00,1.04,56.62,1003.27,8.64,349.0,8.6,9.29,8.58,343.34,8.8,10.14,8.8,10.14
3,2024-12-16 00:01:13,DPDFDC_CFT_20241216_0005.WPD,41,2024-12-16 00:05:00,1.06,56.41,1026.21,8.62,341.94,8.5,11.97,8.51,350.65,8.89,343.66,8.89,343.66
5,2024-12-16 00:06:13,DPDFDC_CFT_20241216_0010.WPD,41,2024-12-16 00:10:00,1.05,60.12,1001.89,8.41,345.11,8.49,7.38,8.54,347.77,8.9,15.91,8.9,15.91
7,2024-12-16 00:11:13,DPDFDC_CFT_20241216_0015.WPD,41,2024-12-16 00:15:00,1.08,58.45,1026.59,8.32,353.46,8.2,15.64,8.48,352.34,8.51,351.71,8.51,351.71
9,2024-12-16 00:16:13,DPDFDC_CFT_20241216_0020.WPD,41,2024-12-16 00:20:00,1.05,57.04,1031.5,8.29,359.59,8.49,8.38,8.22,353.14,8.65,8.66,8.65,8.66
11,2024-12-16 00:21:13,DPDFDC_CFT_20241216_0025.WPD,41,2024-12-16 00:25:00,0.96,59.98,1032.95,8.15,1.24,8.18,1.25,8.49,1.26,8.59,1.29,8.59,1.29
13,2024-12-16 00:26:13,DPDFDC_CFT_20241216_0030.WPD,41,2024-12-16 00:30:00,0.96,59.42,1019.8,8.39,358.35,8.4,347.61,8.36,0.02,8.68,15.09,8.68,15.09
