id,savetime,filename,stationid,datatime,temperature,humidity,pressure,ws_10,wd_10,ws_30,wd_30,ws_50,wd_50,ws_70,wd_70,ws_hub,wd_hub
327,2024-11-29 13:30:34,DPDFDC_CFT_20241129_1335.WPD,41,2024-11-29 13:35:00,14.25,30.41,1032.16,5.55,352.51,5.64,341.84,5.68,349.36,5.74,4.12,5.74,4.12
329,2024-11-29 13:35:34,DPDFDC_CFT_20241129_1340.WPD,41,2024-11-29 13:40:00,14.67,29.97,1052.55,5.27,7.84,5.15,350.6,5.23,345.55,5.44,3.86,5.44,3.86
331,2024-11-29 13:40:34,DPDFDC_CFT_20241129_1345.WPD,41,2024-11-29 13:45:00,14.82,29.65,1068.76,5.51,355.51,5.4,3.62,5.52,343.29,5.75,11.19,5.75,11.19
333,2024-11-29 13:45:34,DPDFDC_CFT_20241129_1350.WPD,41,2024-11-29 13:50:00,14.76,29.67,1060.52,5.44,1.32,5.47,345.38,5.44,14.02,5.76,345.35,5.76,345.35
335,2024-11-29 13:50:34,DPDFDC_CFT_20241129_1355.WPD,41,2024-11-29 13:55:00,14.43,29.5,1045.98,5.48,2.89,5.42,3.13,5.5,2.95,5.74,3.04,5.74,3.04
337,2024-11-29 13:55:34,DPDFDC_CFT_20241129_1400.WPD,41,2024-11-29 14:00:00,14.68,30.42,1054.6,5.36,11.79,5.37,338.38,5.48,8.27,5.65,8.9,5.65,8.9
339,2024-11-29 14:00:34,DPDFDC_CFT_20241129_1405.WPD,41,2024-11-29 14:05:00,14.8,29.45,1041.01,5.62,352.92,5.8,354.39,5.81,350.77,5.91,348.43,5.91,348.43
341,2024-11-29 14:05:34,DPDFDC_CFT_20241129_1410.WPD,41,2024-11-29 14:10:00,14.91,30.68,1058.04,5.56,5.38,5.77,5.42,5.74,5.26,5.78,5.2,5.78,5.2
343,2024-11-29 14:10:34,DPDFDC_CFT_20241129_1415.WPD,41,2024-11-29 14:15:00,15.02,30.71,1045.41,5.95,341.56,6.05,346.6,6.15,352.99,6.37,8.27,6.37,8.27
345,2024-11-29 14:15:34,DPDFDC_CFT_20241129_1420.WPD,41,2024-11-29 14:20:00,14.9,30.43,1069.78,6.46,1.75,6.44,1.76,6.46,1.78,6.8,1.8,6.8,1.8
347,2024-11-29 14:20:34,DPDFDC_CFT_20241129_1425.WPD,41,2024-11-29 14:25:00,14.91,30.92,1052.39,5.94,5.55,6.04,5.71,5.87,5.31,6.04,5.61,6.04,5.61
349,2024-11-29 14:25:34,DPDFDC_CFT_20241129_1430.WPD,41,2024-11-29 14:30:00,14.98,31.12,1045.01,5.95,343.75,6.0,337.97,6.11,357.02,6.26,341.93,6.26,341.93
351,2024-11-29 14:30:33,DPDFDC_CFT_20241129_1435.WPD,41,2024-11-29 14:35:00,14.99,30.37,1043.59,6.33,347.32,6.37,347.14,6.43,352.76,6.55,5.1,6.55,5.1
353,2024-11-29 14:35:32,DPDFDC_CFT_20241129_1440.WPD,41,2024-11-29 14:40:00,15.07,30.64,1063.85,6.18,0.8,6.3,0.74,6.41,0.74,6.48,0.79,6.48,0.79
355,2024-11-29 14:40:32,DPDFDC_CFT_20241129_1445.WPD,41,2024-11-29 14:45:00,15.0,30.65,1042.2,6.06,4.23,6.0,13.21,6.28,5.16,6.35,359.83,6.35,359.83
357,2024-11-29 14:45:33,DPDFDC_CFT_20241129_1450.WPD,41,2024-11-29 14:50:00,14.83,31.87,1063.62,6.13,1.75,6.2,1.73,6.28,1.64,6.35,1.7,6.35,1.7
359,2024-11-29 14:50:33,DPDFDC_CFT_20241129_1455.WPD,41,2024-11-29 14:55:00,14.93,32.69,1059.82,6.12,6.21,6.31,6.15,6.12,6.14,6.45,6.25,6.45,6.25
361,2024-11-29 14:55:33,DPDFDC_CFT_20241129_1500.WPD,41,2024-11-29 15:00:00,14.78,32.16,1073.4,5.59,0.99,5.72,1.0,5.74,1.08,5.93,1.02,5.93,1.02
363,2024-11-29 15:00:33,DPDFDC_CFT_20241129_1505.WPD,41,2024-11-29 15:05:00,14.79,32.16,1048.41,5.78,2.63,5.96,2.67,6.01,2.74,5.99,2.54,5.99,2.54
365,2024-11-29 15:05:33,DPDFDC_CFT_20241129_1510.WPD,41,2024-11-29 15:10:00,14.54,32.68,1067.87,5.75,3.78,5.85,3.79,5.84,3.8,5.9,3.87,5.9,3.87
367,2024-11-29 15:10:33,DPDFDC_CFT_20241129_1515.WPD,41,2024-11-29 15:15:00,14.33,32.04,1049.39,5.83,3.92,5.88,3.71,5.88,3.91,6.05,3.81,6.05,3.81
369,2024-11-29 15:15:33,DPDFDC_CFT_20241129_1520.WPD,41,2024-11-29 15:20:00,14.45,32.3,1025.49,5.75,1.47,5.8,1.5,5.76,1.58,6.08,1.49,6.08,1.49
371,2024-11-29 15:20:33,DPDFDC_CFT_20241129_1525.WPD,41,2024-11-29 15:25:00,14.57,33.93,1059.45,5.7,5.36,5.86,5.27,5.9,5.2,5.99,5.15,5.99,5.15
373,2024-11-29 15:25:33,DPDFDC_CFT_20241129_1530.WPD,41,2024-11-29 15:30:00,14.33,34.12,1031.14,5.54,343.76,5.64,341.89,5.7,7.82,5.79,357.28,5.79,357.28
375,2024-11-29 15:30:33,DPDFDC_CFT_20241129_1535.WPD,41,2024-11-29 15:35:00,14.17,33.68,1052.58,5.37,338.8,5.42,359.57,5.51,340.36,5.59,355.01,5.59,355.01
377,2024-11-29 15:35:33,DPDFDC_CFT_20241129_1540.WPD,41,2024-11-29 15:40:00,14.15,34.94,1046.45,5.44,2.99,5.32,3.18,5.33,3.06,5.57,3.2,5.57,3.2
379,2024-11-29 15:40:33,DPDFDC_CFT_20241129_1545.WPD,41,2024-11-29 15:45:00,14.45,35.32,1026.1,5.13,0.88,5.2,0.85,5.21,0.81,5.42,0.87,5.42,0.87
381,2024-11-29 15:45:33,DPDFDC_CFT_20241129_1550.WPD,41,2024-11-29 15:50:00,14.16,35.47,1064.61,4.9,3.37,4.94,3.45,5.05,3.32,5.22,3.54,5.22,3.54
383,2024-11-29 15:50:33,DPDFDC_CFT_20241129_1555.WPD,41,2024-11-29 15:55:00,14.05,36.5,1039.55,4.8,3.31,4.77,3.33,4.93,3.48,4.98,3.31,4.98,3.31
385,2024-11-29 15:55:33,DPDFDC_CFT_20241129_1600.WPD,41,2024-11-29 16:00:00,14.0,35.27,1045.99,4.79,350.08,4.7,5.29,4.8,352.0,4.88,359.96,4.88,359.96
387,2024-11-29 16:00:34,DPDFDC_CFT_20241129_1605.WPD,41,2024-11-29 16:05:00,14.25,35.44,1066.62,4.66,3.32,4.72,14.03,4.75,5.1,4.97,1.57,4.97,1.57
389,2024-11-29 16:05:34,DPDFDC_CFT_20241129_1610.WPD,41,2024-11-29 16:10:00,13.77,37.1,1021.65,4.69,7.47,4.56,350.38,4.67,341.65,4.64,347.03,4.64,347.03
391,2024-11-29 16:10:34,DPDFDC_CFT_20241129_1615.WPD,41,2024-11-29 16:15:00,13.88,36.0,1028.51,4.43,3.95,4.41,2.87,4.56,345.75,4.68,357.31,4.68,357.31
393,2024-11-29 16:15:33,DPDFDC_CFT_20241129_1620.WPD,41,2024-11-29 16:20:00,13.69,36.34,1059.02,4.45,343.28,4.49,350.03,4.53,7.6,4.62,345.35,4.62,345.35
395,2024-11-29 16:20:33,DPDFDC_CFT_20241129_1625.WPD,41,2024-11-29 16:25:00,13.72,37.8,1062.47,4.38,1.94,4.42,1.98,4.37,1.93,4.44,1.93,4.44,1.93
397,2024-11-29 16:25:33,DPDFDC_CFT_20241129_1630.WPD,41,2024-11-29 16:30:00,13.39,37.09,1051.18,4.34,11.53,4.38,347.23,4.46,6.17,4.68,350.27,4.68,350.27
399,2024-11-29 16:30:33,DPDFDC_CFT_20241129_1635.WPD,41,2024-11-29 16:35:00,13.59,37.79,1029.48,4.31,346.14,4.42,6.82,4.49,343.72,4.57,7.31,4.57,7.31
401,2024-11-29 16:35:33,DPDFDC_CFT_20241129_1640.WPD,41,2024-11-29 16:40:00,13.06,39.31,1025.68,4.47,5.33,4.48,5.34,4.5,5.0,4.68,5.34,4.68,5.34
403,2024-11-29 16:40:33,DPDFDC_CFT_20241129_1645.WPD,41,2024-11-29 16:45:00,12.99,39.02,1040.61,4.38,6.14,4.52,6.33,4.44,6.38,4.66,5.93,4.66,5.93
405,2024-11-29 16:45:33,DPDFDC_CFT_20241129_1650.WPD,41,2024-11-29 16:50:00,13.12,38.54,1022.82,4.35,8.15,4.36,8.29,4.36,7.78,4.5,7.84,4.5,7.84
407,2024-11-29 16:50:33,DPDFDC_CFT_20241129_1655.WPD,41,2024-11-29 16:55:00,13.03,39.25,1069.94,4.34,2.15,4.47,2.13,4.56,2.05,4.54,2.13,4.54,2.13
409,2024-11-29 16:55:33,DPDFDC_CFT_20241129_1700.WPD,41,2024-11-29 17:00:00,12.64,39.27,1031.43,4.35,2.16,4.38,2.14,4.31,2.27,4.47,2.1,4.47,2.1
411,2024-11-29 17:00:33,DPDFDC_CFT_20241129_1705.WPD,41,2024-11-29 17:05:00,13.03,40.74,1055.41,4.41,1.86,4.55,1.85,4.56,1.82,4.72,1.78,4.72,1.78
413,2024-11-29 17:05:33,DPDFDC_CFT_20241129_1710.WPD,41,2024-11-29 17:10:00,12.77,41.94,1078.23,4.58,1.17,4.73,342.38,4.67,353.84,4.84,358.04,4.84,358.04
415,2024-11-29 17:10:33,DPDFDC_CFT_20241129_1715.WPD,41,2024-11-29 17:15:00,12.81,41.79,1056.23,4.61,0.88,4.67,4.39,4.76,355.39,4.72,349.51,4.72,349.51
417,2024-11-29 17:15:34,DPDFDC_CFT_20241129_1720.WPD,41,2024-11-29 17:20:00,12.88,41.42,1048.14,4.67,356.68,4.71,354.95,4.76,354.98,4.89,348.9,4.89,348.9
419,2024-11-29 17:20:34,DPDFDC_CFT_20241129_1725.WPD,41,2024-11-29 17:25:00,12.38,42.45,1041.32,4.72,345.46,4.54,348.6,4.7,4.94,4.77,8.87,4.77,8.87
421,2024-11-29 17:25:34,DPDFDC_CFT_20241129_1730.WPD,41,2024-11-29 17:30:00,12.25,41.69,1049.5,4.36,336.81,4.44,354.31,4.44,8.28,4.63,342.21,4.63,342.21
423,2024-11-29 17:30:34,DPDFDC_CFT_20241129_1735.WPD,41,2024-11-29 17:35:00,12.25,41.94,1043.2,4.6,352.82,4.66,6.66,4.73,13.6,4.89,9.56,4.89,9.56
425,2024-11-29 17:35:34,DPDFDC_CFT_20241129_1740.WPD,41,2024-11-29 17:40:00,12.1,41.94,1043.82,5.13,352.13,5.01,13.5,5.2,347.32,5.23,348.57,5.23,348.57
427,2024-11-29 17:40:34,DPDFDC_CFT_20241129_1745.WPD,41,2024-11-29 17:45:00,11.85,44.41,1046.11,5.1,343.05,5.08,346.22,5.17,354.57,5.2,4.97,5.2,4.97
429,2024-11-29 17:45:34,DPDFDC_CFT_20241129_1750.WPD,41,2024-11-29 17:50:00,12.0,43.21,1059.33,4.9,349.54,4.89,5.75,5.06,11.62,5.01,5.47,5.01,5.47
431,2024-11-29 17:50:34,DPDFDC_CFT_20241129_1755.WPD,41,2024-11-29 17:55:00,11.53,43.91,1032.49,5.09,1.2,4.99,1.12,5.02,1.22,5.23,1.14,5.23,1.14
433,2024-11-29 17:55:34,DPDFDC_CFT_20241129_1800.WPD,41,2024-11-29 18:00:00,11.49,44.13,1062.62,5.13,352.85,5.2,345.83,5.14,3.28,5.31,352.73,5.31,352.73
435,2024-11-29 18:00:32,DPDFDC_CFT_20241129_1805.WPD,41,2024-11-29 18:05:00,11.52,45.76,1065.56,5.23,14.04,5.29,358.62,5.25,346.25,5.45,348.02,5.45,348.02
437,2024-11-29 18:05:32,DPDFDC_CFT_20241129_1810.WPD,41,2024-11-29 18:10:00,11.38,45.2,1016.86,5.24,0.3,5.42,0.31,5.34,0.3,5.4,0.29,5.4,0.29
439,2024-11-29 18:10:32,DPDFDC_CFT_20241129_1815.WPD,41,2024-11-29 18:15:00,11.21,47.05,1032.5,5.35,355.99,5.54,1.22,5.61,341.51,5.79,0.31,5.79,0.31
441,2024-11-29 18:15:32,DPDFDC_CFT_20241129_1820.WPD,41,2024-11-29 18:20:00,11.04,45.56,1031.98,5.53,2.47,5.75,2.61,5.64,2.38,5.81,2.6,5.81,2.6
443,2024-11-29 18:20:32,DPDFDC_CFT_20241129_1825.WPD,41,2024-11-29 18:25:00,11.05,46.9,1067.21,5.81,2.1,5.77,2.06,5.84,2.1,6.0,1.95,6.0,1.95
445,2024-11-29 18:25:32,DPDFDC_CFT_20241129_1830.WPD,41,2024-11-29 18:30:00,11.15,45.79,1063.71,6.11,1.87,5.98,1.94,6.12,1.96,6.14,1.97,6.14,1.97
447,2024-11-29 18:30:33,DPDFDC_CFT_20241129_1835.WPD,41,2024-11-29 18:35:00,10.87,46.02,1044.84,5.98,1.06,6.08,1.15,6.14,1.11,6.34,1.15,6.34,1.15
449,2024-11-29 18:35:33,DPDFDC_CFT_20241129_1840.WPD,41,2024-11-29 18:40:00,10.84,47.43,1018.53,6.03,349.66,6.26,5.83,6.16,347.06,6.48,358.1,6.48,358.1
451,2024-11-29 18:40:33,DPDFDC_CFT_20241129_1845.WPD,41,2024-11-29 18:45:00,10.51,47.53,1058.03,6.17,0.41,6.21,0.42,6.2,0.41,6.54,0.4,6.54,0.4
453,2024-11-29 18:45:33,DPDFDC_CFT_20241129_1850.WPD,41,2024-11-29 18:50:00,10.96,47.83,1060.46,6.39,3.0,6.44,3.21,6.29,3.14,6.59,3.12,6.59,3.12
455,2024-11-29 18:50:33,DPDFDC_CFT_20241129_1855.WPD,41,2024-11-29 18:55:00,10.39,47.94,1032.1,6.26,2.46,6.43,2.34,6.41,2.42,6.52,2.42,6.52,2.42
457,2024-11-29 18:55:33,DPDFDC_CFT_20241129_1900.WPD,41,2024-11-29 19:00:00,10.39,48.75,1075.89,6.31,0.7,6.24,1.35,6.32,5.39,6.36,357.17,6.36,357.17
459,2024-11-29 19:00:33,DPDFDC_CFT_20241129_1905.WPD,41,2024-11-29 19:05:00,10.35,48.53,1076.07,6.11,2.6,6.25,2.77,6.22,2.63,6.56,2.57,6.56,2.57
461,2024-11-29 19:05:33,DPDFDC_CFT_20241129_1910.WPD,41,2024-11-29 19:10:00,10.16,49.58,1035.52,6.31,0.49,6.23,0.49,6.43,0.47,6.52,0.47,6.52,0.47
463,2024-11-29 19:10:33,DPDFDC_CFT_20241129_1915.WPD,41,2024-11-29 19:15:00,10.12,48.6,1044.09,6.34,2.56,6.46,2.59,6.43,2.41,6.66,2.39,6.66,2.39
465,2024-11-29 19:15:33,DPDFDC_CFT_20241129_1920.WPD,41,2024-11-29 19:20:00,9.96,49.99,1039.33,6.56,3.13,6.42,3.32,6.57,3.03,6.71,3.25,6.71,3.25
467,2024-11-29 19:20:33,DPDFDC_CFT_20241129_1925.WPD,41,2024-11-29 19:25:00,9.78,50.19,1032.57,6.54,1.78,6.72,1.81,6.72,1.77,6.88,1.87,6.88,1.87
469,2024-11-29 19:25:33,DPDFDC_CFT_20241129_1930.WPD,41,2024-11-29 19:30:00,9.69,50.74,1053.42,6.62,0.34,6.74,0.34,6.75,0.34,6.96,0.36,6.96,0.36
471,2024-11-29 19:30:33,DPDFDC_CFT_20241129_1935.WPD,41,2024-11-29 19:35:00,9.85,50.91,1056.12,6.64,2.11,6.81,2.08,6.85,2.09,7.08,2.19,7.08,2.19
473,2024-11-29 19:35:33,DPDFDC_CFT_20241129_1940.WPD,41,2024-11-29 19:40:00,9.51,51.95,1061.53,6.65,1.5,6.78,1.52,6.83,1.44,6.74,1.57,6.74,1.57
475,2024-11-29 19:40:33,DPDFDC_CFT_20241129_1945.WPD,41,2024-11-29 19:45:00,9.13,51.03,1066.97,6.65,1.85,6.77,1.81,6.94,1.83,7.0,1.91,7.0,1.91
477,2024-11-29 19:45:34,DPDFDC_CFT_20241129_1950.WPD,41,2024-11-29 19:50:00,9.44,51.85,1050.15,6.54,0.52,6.64,0.49,6.76,0.51,6.8,0.51,6.8,0.51
479,2024-11-29 19:50:34,DPDFDC_CFT_20241129_1955.WPD,41,2024-11-29 19:55:00,9.14,53.39,1034.03,6.72,1.73,6.74,1.73,6.9,1.68,7.03,1.59,7.03,1.59
481,2024-11-29 19:55:34,DPDFDC_CFT_20241129_2000.WPD,41,2024-11-29 20:00:00,9.07,53.66,1085.35,6.61,5.43,6.74,5.15,6.84,5.4,7.07,5.12,7.07,5.12
483,2024-11-29 20:00:33,DPDFDC_CFT_20241129_2005.WPD,41,2024-11-29 20:05:00,9.1,52.27,1067.08,6.57,7.14,6.58,7.22,6.9,6.65,6.93,6.98,6.93,6.98
485,2024-11-29 20:05:33,DPDFDC_CFT_20241129_2010.WPD,41,2024-11-29 20:10:00,8.94,54.33,1041.08,6.74,6.88,6.56,6.83,6.72,7.19,7.16,6.58,7.16,6.58
487,2024-11-29 20:10:33,DPDFDC_CFT_20241129_2015.WPD,41,2024-11-29 20:15:00,8.81,52.11,1055.56,6.85,3.66,6.8,3.75,7.0,3.79,7.12,3.62,7.12,3.62
489,2024-11-29 20:15:33,DPDFDC_CFT_20241129_2020.WPD,41,2024-11-29 20:20:00,8.66,54.11,1057.74,6.64,3.39,6.59,3.13,6.62,3.42,6.79,3.27,6.79,3.27
491,2024-11-29 20:20:33,DPDFDC_CFT_20241129_2025.WPD,41,2024-11-29 20:25:00,8.51,55.06,1062.01,6.6,3.96,6.68,4.25,6.55,4.18,6.83,4.05,6.83,4.05
493,2024-11-29 20:25:33,DPDFDC_CFT_20241129_2030.WPD,41,2024-11-29 20:30:00,8.67,55.12,1043.47,6.84,3.01,6.71,2.99,6.8,2.77,7.09,2.8,7.09,2.8
495,2024-11-29 20:30:33,DPDFDC_CFT_20241129_2035.WPD,41,2024-11-29 20:35:00,8.78,55.96,1030.15,6.7,4.94,6.93,4.94,6.71,4.74,7.01,4.76,7.01,4.76
497,2024-11-29 20:35:33,DPDFDC_CFT_20241129_2040.WPD,41,2024-11-29 20:40:00,8.28,56.19,1040.7,6.77,3.21,6.97,3.34,7.05,3.09,7.27,3.23,7.27,3.23
499,2024-11-29 20:40:33,DPDFDC_CFT_20241129_2045.WPD,41,2024-11-29 20:45:00,8.45,56.37,1031.54,6.82,1.0,6.95,1.0,6.92,1.01,7.11,0.93,7.11,0.93
501,2024-11-29 20:45:33,DPDFDC_CFT_20241129_2050.WPD,41,2024-11-29 20:50:00,8.22,56.6,1035.62,6.8,0.44,6.92,0.44,6.93,0.43,6.88,0.43,6.88,0.43
503,2024-11-29 20:50:33,DPDFDC_CFT_20241129_2055.WPD,41,2024-11-29 20:55:00,8.13,58.88,1029.3,6.77,343.48,6.58,0.35,6.75,4.1,6.78,353.14,6.78,353.14
505,2024-11-29 20:55:34,DPDFDC_CFT_20241129_2100.WPD,41,2024-11-29 21:00:00,8.11,57.78,1064.5,6.6,3.84,6.53,4.99,6.66,6.45,6.89,355.73,6.89,355.73
507,2024-11-29 21:00:34,DPDFDC_CFT_20241129_2105.WPD,41,2024-11-29 21:05:00,8.09,57.61,1056.4,6.73,2.37,6.86,2.3,6.73,2.34,7.12,2.28,7.12,2.28
509,2024-11-29 21:05:34,DPDFDC_CFT_20241129_2110.WPD,41,2024-11-29 21:10:00,8.03,59.14,1073.67,7.0,2.97,6.85,3.09,6.72,3.23,7.13,3.22,7.13,3.22
511,2024-11-29 21:10:34,DPDFDC_CFT_20241129_2115.WPD,41,2024-11-29 21:15:00,8.06,58.67,1030.6,6.78,0.09,6.84,0.09,6.91,0.1,7.07,0.09,7.07,0.09
513,2024-11-29 21:15:34,DPDFDC_CFT_20241129_2120.WPD,41,2024-11-29 21:20:00,7.96,58.63,1061.34,6.86,3.91,6.81,3.8,7.04,3.71,7.26,3.81,7.26,3.81
515,2024-11-29 21:20:34,DPDFDC_CFT_20241129_2125.WPD,41,2024-11-29 21:25:00,7.81,60.89,1058.17,6.97,2.06,6.87,2.12,7.03,2.08,7.19,1.96,7.19,1.96
517,2024-11-29 21:25:34,DPDFDC_CFT_20241129_2130.WPD,41,2024-11-29 21:30:00,7.85,60.08,1055.88,7.09,3.1,7.11,3.11,7.13,3.06,7.41,3.17,7.41,3.17
519,2024-11-29 21:30:33,DPDFDC_CFT_20241129_2135.WPD,41,2024-11-29 21:35:00,7.68,61.33,1062.55,6.92,0.44,7.04,0.45,6.99,0.44,7.21,0.47,7.21,0.47
521,2024-11-29 21:35:33,DPDFDC_CFT_20241129_2140.WPD,41,2024-11-29 21:40:00,7.57,60.53,1050.57,7.04,0.36,6.82,357.68,6.89,2.3,7.16,5.84,7.16,5.84
523,2024-11-29 21:40:33,DPDFDC_CFT_20241129_2145.WPD,41,2024-11-29 21:45:00,7.63,61.56,1038.6,7.08,1.57,6.96,8.74,6.94,12.05,7.18,7.94,7.18,7.94
525,2024-11-29 21:45:32,DPDFDC_CFT_20241129_2150.WPD,41,2024-11-29 21:50:00,7.55,61.46,1051.2,6.93,351.9,6.83,11.15,7.01,346.32,7.17,11.02,7.17,11.02
527,2024-11-29 21:50:32,DPDFDC_CFT_20241129_2155.WPD,41,2024-11-29 21:55:00,7.34,62.56,1045.86,6.87,6.9,6.89,346.86,7.16,354.24,7.1,358.63,7.1,358.63
529,2024-11-29 21:55:32,DPDFDC_CFT_20241129_2200.WPD,41,2024-11-29 22:00:00,7.46,62.54,1061.53,6.97,3.88,6.96,3.76,7.27,3.84,7.34,3.84,7.34,3.84
531,2024-11-29 22:00:32,DPDFDC_CFT_20241129_2205.WPD,41,2024-11-29 22:05:00,7.39,62.13,1048.19,6.92,359.65,7.11,349.7,7.05,350.29,7.43,349.92,7.43,349.92
533,2024-11-29 22:05:32,DPDFDC_CFT_20241129_2210.WPD,41,2024-11-29 22:10:00,7.31,63.58,1035.78,7.34,1.94,7.08,1.94,7.09,1.86,7.51,1.83,7.51,1.83
535,2024-11-29 22:10:32,DPDFDC_CFT_20241129_2215.WPD,41,2024-11-29 22:15:00,7.36,64.35,1069.38,7.27,3.62,7.13,3.64,7.42,3.47,7.49,3.77,7.49,3.77
537,2024-11-29 22:15:33,DPDFDC_CFT_20241129_2220.WPD,41,2024-11-29 22:20:00,7.25,62.46,1053.57,7.4,2.39,7.24,2.6,7.48,2.45,7.71,2.51,7.71,2.51
539,2024-11-29 22:20:33,DPDFDC_CFT_20241129_2225.WPD,41,2024-11-29 22:25:00,7.13,65.44,1052.69,6.95,0.16,7.12,0.15,7.25,0.16,7.49,0.16,7.49,0.16
541,2024-11-29 22:25:33,DPDFDC_CFT_20241129_2230.WPD,41,2024-11-29 22:30:00,7.0,65.85,1048.19,6.93,0.04,7.06,0.04,7.09,0.05,7.32,0.04,7.32,0.04
543,2024-11-29 22:30:33,DPDFDC_CFT_20241129_2235.WPD,41,2024-11-29 22:35:00,7.02,65.01,1059.17,6.8,0.47,6.84,0.48,6.97,0.47,7.15,0.5,7.15,0.5
545,2024-11-29 22:35:33,DPDFDC_CFT_20241129_2240.WPD,41,2024-11-29 22:40:00,7.19,67.74,1047.58,6.87,4.19,7.17,3.95,7.2,3.93,7.27,4.25,7.27,4.25
547,2024-11-29 22:40:33,DPDFDC_CFT_20241129_2245.WPD,41,2024-11-29 22:45:00,7.04,65.83,1031.12,6.85,7.15,6.99,6.58,7.12,6.75,7.18,6.64,7.18,6.64
549,2024-11-29 22:45:33,DPDFDC_CFT_20241129_2250.WPD,41,2024-11-29 22:50:00,6.89,66.92,1059.23,6.75,3.15,6.89,3.11,6.99,3.04,7.16,3.05,7.16,3.05
551,2024-11-29 22:50:33,DPDFDC_CFT_20241129_2255.WPD,41,2024-11-29 22:55:00,6.91,68.45,1052.83,6.72,2.37,6.76,2.25,6.88,2.35,7.18,2.27,7.18,2.27
553,2024-11-29 22:55:33,DPDFDC_CFT_20241129_2300.WPD,41,2024-11-29 23:00:00,7.0,67.66,1080.68,6.64,2.45,6.65,2.56,6.76,2.46,6.92,2.48,6.92,2.48
555,2024-11-29 23:00:33,DPDFDC_CFT_20241129_2305.WPD,41,2024-11-29 23:05:00,6.79,66.52,1035.83,6.62,4.87,6.72,4.53,6.69,4.83,7.1,4.67,7.1,4.67
557,2024-11-29 23:05:33,DPDFDC_CFT_20241129_2310.WPD,41,2024-11-29 23:10:00,6.66,66.54,1072.31,6.52,3.43,6.5,3.49,6.64,3.51,6.7,3.35,6.7,3.35
559,2024-11-29 23:10:33,DPDFDC_CFT_20241129_2315.WPD,41,2024-11-29 23:15:00,6.7,68.06,1055.92,6.43,1.99,6.64,1.91,6.58,2.0,6.79,1.94,6.79,1.94
561,2024-11-29 23:15:33,DPDFDC_CFT_20241129_2320.WPD,41,2024-11-29 23:20:00,6.69,67.79,1050.58,6.32,2.98,6.39,2.94,6.31,2.94,6.63,3.09,6.63,3.09
563,2024-11-29 23:20:33,DPDFDC_CFT_20241129_2325.WPD,41,2024-11-29 23:25:00,6.57,67.94,1046.06,6.29,355.17,6.37,9.24,6.24,8.57,6.56,11.25,6.56,11.25
565,2024-11-29 23:25:33,DPDFDC_CFT_20241129_2330.WPD,41,2024-11-29 23:30:00,6.58,67.02,1060.24,6.25,2.04,6.39,2.12,6.42,2.19,6.58,2.12,6.58,2.12
567,2024-11-29 23:30:33,DPDFDC_CFT_20241129_2335.WPD,41,2024-11-29 23:35:00,6.71,68.85,1040.31,6.25,3.98,6.31,3.96,6.32,3.79,6.4,3.84,6.4,3.84
569,2024-11-29 23:35:33,DPDFDC_CFT_20241129_2340.WPD,41,2024-11-29 23:40:00,6.52,70.65,1069.93,6.12,2.66,6.1,2.64,6.13,2.66,6.26,2.66,6.26,2.66
571,2024-11-29 23:40:33,DPDFDC_CFT_20241129_2345.WPD,41,2024-11-29 23:45:00,6.48,67.66,1034.81,5.88,354.62,6.04,16.04,6.03,354.01,6.16,12.03,6.16,12.03
573,2024-11-29 23:45:33,DPDFDC_CFT_20241129_2350.WPD,41,2024-11-29 23:50:00,6.53,70.09,1033.43,5.6,0.46,5.76,0.44,5.79,0.44,5.94,0.48,5.94,0.48
575,2024-11-29 23:50:33,DPDFDC_CFT_20241129_2355.WPD,41,2024-11-29 23:55:00,6.37,72.25,1065.89,5.65,1.14,5.53,1.15,5.6,1.2,5.82,1.17,5.82,1.17
1,2024-11-29 23:55:33,DPDFDC_CFT_20241130_0000.WPD,41,2024-11-30 00:00:00,6.45,70.48,1050.04,5.25,346.28,5.39,352.27,5.43,14.84,5.6,2.14,5.6,2.14
3,2024-11-30 00:00:33,DPDFDC_CFT_20241130_0005.WPD,41,2024-11-30 00:05:00,6.37,71.0,1039.02,5.18,346.62,5.19,3.38,5.32,5.54,5.49,16.87,5.49,16.87
5,2024-11-30 00:05:33,DPDFDC_CFT_20241130_0010.WPD,41,2024-11-30 00:10:00,6.42,71.42,1025.71,5.13,2.01,5.29,2.17,5.24,2.12,5.29,2.18,5.29,2.18
7,2024-11-30 00:10:33,DPDFDC_CFT_20241130_0015.WPD,41,2024-11-30 00:15:00,6.29,69.34,1036.68,5.21,3.16,5.11,3.01,5.18,2.98,5.33,3.13,5.33,3.13
9,2024-11-30 00:15:34,DPDFDC_CFT_20241130_0020.WPD,41,2024-11-30 00:20:00,6.58,71.89,1041.12,4.98,0.84,5.05,0.85,4.98,0.83,5.19,0.84,5.19,0.84
11,2024-11-30 00:20:34,DPDFDC_CFT_20241130_0025.WPD,41,2024-11-30 00:25:00,6.34,71.99,1029.98,5.0,0.79,5.06,356.44,4.96,359.55,5.08,351.84,5.08,351.84
13,2024-11-30 00:25:34,DPDFDC_CFT_20241130_0030.WPD,41,2024-11-30 00:30:00,6.27,71.87,1026.91,4.97,4.66,5.07,4.67,5.18,4.69,5.16,4.74,5.16,4.74
